#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;CHINESE
Russia_East_Arkhangelsk;East Arkhangel'sk;Est d'Arkhangelsk;Ost-Archangelsk;Wschodnie Archangielsk;Este de Arcángel;Est di Arcangelo;Östra Archangelsk;Východní Archangelsk;Keleti Arhangelszk;Oost-Archangelsk;Leste de Arcangel;Восточный Архангельск;Itä-Arhangel'sk;阿尔汉格尔斯克东部
Central_African_Republic_Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Vakaga;Вакага;Vakaga;瓦卡加
Central_African_Republic_Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Mbomou;Мбому;Mbomou;姆博穆
Central_African_Republic_Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;Банги;Bangui;班吉
Djibouti_Djibouti;Djibouti;Djibouti;Dschibuti;Dżibuti;Yibuti;Gibuti;Djibouti;Džibutsko;Dzsibuti;Djibouti;Djibuti;Джибути;Djibouti;吉布提
Chad_Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Borkou;Борку;Borkou;博尔库
Chad_Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Ennedi;Эннеди;Ennedi;恩内迪
Chad_Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Майо-Кебби;Mayo-Kebbi; Mayo-凯比
Chad_Batha;Batha;Batha;Batha;Batha;Batha;Batha;Batha;Batha;Batha;Batha;Batha;Бата;Batha;巴塔
Chad_Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Salamat;Саламат;Salamat;萨拉马特
Chad_Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Kanem;Канем;Kanem;卡涅姆
Chad_Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Biltine;Бильтин;Biltine;比尔廷
Chad_Guera;Guéra;Guéra;Guéra;Guéra;Guéra;Guéra;Guéra;Guéra;Guéra;Guéra;Guéra;Гера;Guéra;盖拉
Chad_Logone;Logone;Logone;Logone;Logone;Logone;Logone;Logone;Logone;Logone;Logone;Logone;Логон;Logone;洛贡
Chad_Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Chari-Baguirmi;Шари-Багирми;Chari-Baguirmi;沙里-巴吉尔米
Madagascar_Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Antsiranana;Анциранана;Antsiranana;安齐拉纳纳
Madagascar_Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Antananarivo;Антананариву;Antananarivo;塔那那利佛
Madagascar_Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Mahajanga;Махаджанга;Mahajanga;马哈赞加
Madagascar_Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Toliary;Тулиара;Toliary;图利亚拉
Western_Sahara_Western_Sahara;Western Sahara;Sahara occidental;Westsahara;Sahara Zachodnia;Sáhara Occidental;Sahara Occidentale;Västsahara;Západní Sahara;Nyugat-Szahara;Westelijke Sahara;Saara Ocidental;Западная Сахара;Länsi-Sahara;西撒哈拉
Equatorial_Guinea_Equatorial_Guinea;Equatorial Guinea;Guinée équatoriale;Äquatorialguinea;Gwinea Równikowa;Guinea Ecuatorial;Guinea Equatoriale;Ekvatorialguinea;Rovníková Guinea;Egyenlítői-Guinea;Equatoriaal-Guinee;Guiné Equatorial;Экваториальная Гвинея;Päiväntasaajan Guinea;赤道几内亚
Angola_Uige;Uíge;Uíge;Uíge;Uíge;Uíge;Uíge;Uíge;Uíge;Uíge;Uíge;Uíge;Уиже;Uíge;威热省
Angola_Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Lunda;Лунда;Lunda;伦达省
Angola_Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Кабинда;Cabinda;卡宾达省
Angola_Cuando_Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Cuando Cubango;Куандо-Кубанго;Cuando Cubango;宽多-库邦戈省
Angola_Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Malanje;Маланже;Malanje;马兰热省
Angola_Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Moxico;Мосико;Moxico;莫希科省
Angola_Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Cuanza;Кванза;Cuanza;宽扎省
Angola_Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;Луанда;Luanda;罗安达省
Angola_Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Namibe;Намибе;Namibe;纳米贝省
Angola_Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Benguela;Бенгела;Benguela;本格拉省
Guinea-Bissau_Guinea-Bissau;Guinea-Bissau;Guinée-Bissau;Guinea-Bissau;Gwinea Bissau;Guinea-Bisáu;Guinea-Bissau;Guinea-Bissau;Guinea-Bissau;Bissau-Guinea;Guinee-Bissau;Guiné-Bissau;Гвинея-Бисау;Guinea-Bissau;几内亚比绍
Cape_Verde_Cape_Verde;Cape Verde;Cap-Vert;Kap Verde;Republika Zielonego Przylądka;Cabo Verde;Capo Verde;Kap Verde;Kapverdy;Zöld-foki Köztársaság;Kaapverdië;Cabo Verde;Кабо-Верде;Kap Verde;佛得角
Mozambique_Zambezia;Zambezia;Zambézie;Zambézia;Zambézia;Zambézia;Zambézia;Zambézia;Zambézia;Zambézia;Zambézia;Zambézia;Замбезия;Zambézia;赞比西亚省
Mozambique_Tete;Tete;Tete;Tete;Tete;Tete;Tete;Tete;Tete;Tete;Tete;Tete;Тете;Tete;太特省
Mozambique_Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Niassa;Ньяса;Niassa;尼亚萨省
Mozambique_Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;Нампула;Nampula;楠普拉省
Mozambique_Cabo_Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Cabo Delgado;Кабо-Делгаду;Cabo Delgado;德尔加杜角省
Mozambique_Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Sofala;Софала;Sofala;索法拉省
Mozambique_Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Maputo;Мапуту;Maputo;马普托省
Liberia_Liberia;Liberia;Liberia;Liberia;Liberia;Liberia;Liberia;Liberia;Liberie;Libéria;Liberia;Libéria;Либерия;Liberia;利比里亚
Zaire_Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Mongala;Монгала;Mongala;蒙加拉省
Zaire_Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Tshuapa;Чуапа;Tshuapa;楚阿帕省
Zaire_Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Lualaba;Луалаба;Lualaba;卢阿拉巴省
Zaire_Tanganika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Tanganyika;Танганьика;Tanganyika;坦噶尼喀省
Zaire_Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Maniema;Маниема;Maniema;马涅马省
Zaire_Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nord-Kivu;Северное Киву;Nord-Kivu;北基伍省
Zaire_Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Bas-Uele;Бас-Уеле;Bas-Uele;下韦莱省
Zaire_Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Haut-Uele;Верхнее Уеле;Haut-Uele;上韦莱省
Zaire_Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Ituri;Итури;Ituri;伊图里省
Zaire_Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Bas-Congo;Нижнее Конго;Bas-Congo;下刚果省
Zaire_Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Kwango;Кванго;Kwango;宽果省
Zaire_Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Май-Ндомбе;Mai-Ndombe;迈恩东贝省
Zaire_quateur;Équateur;Équateur;Équateur;Équateur;Équateur;Équateur;Équateur;Équateur;Équateur;Équateur;Équateur;Экватор;Équateur;赤道省
Zaire_Ubangi;Ubangi;Oubangui;Ubangi;Ubangi;Ubangi;Ubangi;Ubangi;Ubangi;Ubangi;Ubangi;Ubangi;Убанги;Ubangi;乌班吉省
Zaire_Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Haut-Shaba;Верхнее Шаба;Haut-Shaba;上沙巴省
Zaire_Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Haut-Lomami;Верхнее Ломами;Haut-Lomami;上洛马米省
Zaire_Kasai-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Kasaï-Occidental;Западное Касаи;Kasaï-Occidental;西开赛省
Zaire_Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Tshopo;Чопо;Tshopo;乔波省
Zaire_Kasai-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Kasaï-Oriental;Восточное Касаи;Kasaï-Oriental;东开赛省
Zaire_Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Sud-Kivu;Южное Киву;Sud-Kivu;南基伍省
South_Kasai;South Kasai;Sud-Kasaï;Süd-Kasai;Południowe Kasai;Sur de Kasai;Sud del Kasai;Södra Kasai;Jižní Kasaj;Déli Kaszai;Zuid-Kasaï;Sul do Kasai;Южное Касаи;Etelä-Kasai;南卡赛
Rwanda_Rwanda;Rwanda;Rwanda;Ruanda;Rwanda;Ruanda;Ruanda;Rwanda;Rwanda;Ruanda;Rwanda;Ruanda;Руанда;Ruanda;卢旺达
Burundi_Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Бурунди;Burundi;布隆迪
Libya_Sirte;Sirte;Syrt;Sirte;Sirte;Sirte;Sirte;Sirte;Sirte;Szur;Sirte;Sirte;Сирт;Sirte;苏尔特
Libya_Misratah;Misratah;Misrata;Misrata;Misrata;Misrata;Misurata;Misratah;Misuráta;Miszuráta;Misrata;Misrata;Мисурата;Misrata;米苏拉塔
Libya_Al_Kufrah;Al Kufrah;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Al Kufra;Аль-Куфра;Al Kufra;库夫拉
Libya_Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Bayda;Байда;Bayda;贝达
Libya_Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Darnah;Дарна;Darnah;德尔纳
Libya_Benghazi;Benghazi;Benghazi;Bengasi;Bengazi;Bengasi;Bengasi;Benghazi;Bengazi;Bengázi;Benghazi;Bengasi;Бенгази;Bengasi;班加西
Libya_Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Awbari;Аубари;Awbari;奥韦里
Libya_Sabhah;Sabha;Sabha;Sabha;Sabha;Sabha;Sabha;Sabha;Sabha;Szabha;Sabha;Sabha;Сабха;Sabha;塞卜哈
Libya_Al_Jabal_al_Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Al Jabal al Gharbi;Аль-Джабаль-эль-Гарби;Al Jabal al Gharbi;西部山区
Libya_Al_Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Al Khums;Аль-Хумс;Al Khums;胡姆斯
Libya_Tarabulus;Tripoli;Tripoli;Tripolis;Trypolis;Trípoli;Tripoli;Tripoli;Tripolis;Tripoli;Tripoli;Trípoli;Триполи;Tripoli;的黎波里
Somalia_Bari;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Bari;Бари;Bari;巴里州
Somalia_British_Somaliland;British Somaliland;Somaliland britannique;Britisch-Somaliland;Brytyjskie Somaliland;Somalilandia Británica;Somaliland Britannico;Brittiska Somaliland;Britské Somaliland;Brit Szomáliföld;Brits Somaliland;Somalilândia Britânica;Британское Сомалиленд;Brittiläinen Somalimaa;英属索马里兰
Somalia_Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Nugaal;Нугаал;Nugaal;努加尔州
Somalia_Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Galguduud;Галгудуд;Galguduud;加尔古杜德州
Somalia_Mogadishu;Mogadishu;Mogadiscio;Mogadischu;Mogadiszu;Mogadiscio;Mogadiscio;Mogadishu;Mogadišu;Mogadiscio;Mogadishu;Mogadíscio;Могадишо;Mogadishu;摩加迪沙
Ethiopia_Tigray;Tigray;Tigré;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Тиграй;Tigray;提格雷州
Ethiopia_Ethiopian_Southern_Nations;Ethiopian Southern Nations;Nations du Sud éthiopiennes;Äthiopische südliche Nationen;Etiopskie Południowe Narody;Naciones del Sur de Etiopía;Nazioni del Sud Etiopiche;Etiopiska södra nationer;Etiopské jižní národy;Etiópiai Déli Nemzetek;Etiopische Zuidelijke Naties;Nações do Sul da Etiópia;Эфиопские южные народы;Etiopian eteläiset kansat;埃塞俄比亚南方各族州
Ethiopia_South_Somali;South Somali;Somali méridional;Süd-Somali;Południowy Somali;Somali Meridional;Somali Meridionale;Södra somaliska;Jižní somálský;Déli Szomáli;Zuid-Somalisch;Somali do Sul;Южный Сомали;Etelä-Somali;索马里州南部
Ethiopia_North_Somali;North Somali;Somali septentrional;Nord-Somali;Północny Somali;Somali Septentrional;Somali Settentrionale;Norra somaliska;Severní somálský;Északi Szomáli;Noord-Somalisch;Somali do Norte;Северный Сомали;Pohjois-Somali;索马里州北部
Ethiopia_Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Gambela;Гамбела;Gambela;甘贝拉州
Ethiopia_Center_Somali;Center Somali;Somali central;Zentral-Somali;Środkowy Somali;Somali Central;Somali Centrale;Centrala somaliska;Střední somálský;Középső Szomáli;Centraal-Somalisch;Somali Central;Центральный Сомали;Keski-Somali;索马里州中部
Ethiopia_Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Benshangul-Gumaz;Беншангул-Гумуз;Benshangul-Gumaz;本尚古勒-古马兹州
Ethiopia_Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Amhara;Амхара;Amhara;阿姆哈拉州
Ethiopia_Afar;Afar;Afar;Afar;Afar;Afar;Afar;Afar;Afar;Afar;Afar;Afar;Афар;Afar;阿法尔州
Ethiopia_Addis_Ababa;Addis Ababa;Addis-Abeba;Addis Abeba;Addis Abeba;Addis Abeba;Addis Abeba;Addis Abeba;Addis Abeba;Addisz-Abeba;Addis Abeba;Adis Abeba;Аддис-Абеба;Addis Abeba;亚的斯亚贝巴
Ethiopia_North_Oromia;North Oromia;Oromia septentrional;Nord-Oromia;Północna Oromia;Oromia Septentrional;Oromia Settentrionale;Norra Oromia;Severní Oromie;Északi Oromia;Noord-Oromia;Oromia do Norte;Северная Оромия;Pohjois-Oromia;奥罗米亚州北部
Ethiopia_South_Oromia;South Oromia;Oromia méridional;Süd-Oromia;Południowa Oromia;Oromia Meridional;Oromia Meridionale;Södra Oromia;Jižní Oromie;Déli Oromia;Zuid-Oromia;Oromia do Sul;Южная Оромия;Etelä-Oromia;奥罗米亚州南部
Eritrea_West_Eritrea;West Eritrea;Érythrée occidentale;West-Eritrea;Zachodnia Erytrea;Eritrea Occidental;Eritrea Occidentale;Västra Eritrea;Západní Eritrea;Nyugati Eritrea;West-Eritrea;Eritreia Ocidental;Западная Эритрея;Länsi-Eritrea;厄立特里亚西部
Eritrea_East_Eritrea;East Eritrea;Érythrée orientale;Ost-Eritrea;Wschodnia Erytrea;Eritrea Oriental;Eritrea Orientale;Östra Eritrea;Východní Eritrea;Keleti Eritrea;Oost-Eritrea;Eritreia Oriental;Восточная Эритрея;Itä-Eritrea;厄立特里亚东部
Namibia_Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Oshikoto;Ошикото;Oshikoto;奥希科托区
Namibia_Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Khomas;Хомас;Khomas;霍马斯区
Namibia_Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Kavango;Каванго;Kavango;卡万戈区
Namibia_Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Caprivi;Каприви;Caprivi;卡普里维区
Namibia_Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Erongo;Эронго;Erongo;埃龙戈区
Namibia_Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Hardap;Хардап;Hardap;哈达普区
Namibia_Karas;Karas;Karas;Karas;Karas;Karas;Karas;Karas;Karas;Karas;Karas;Karas;Карас;Karas;卡拉斯区
Namibia_Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Kunene;Кунене;Kunene;库内内区
Namibia_Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Otjozondjupa;Отьозонджупа;Otjozondjupa;奥乔宗朱帕区
Nigeria_Nigerian_Capital;Nigerian Capital;Capitale nigériane;Nigerianische Hauptstadt;Stolica Nigerii;Capital nigeriana;Capitale nigeriana;Nigerianska huvudstad;Nigerijské hlavní město;Nigériai főváros;Nigeriaanse hoofdstad;Capital da Nigéria;Нигерийская столица;Nigerian pääkaupunki;尼日利亚首都
Nigeria_Northwestern_Nigeria;Northwestern Nigeria;Nigéria nord-ouest;Nordwest-Nigeria;Północno-Zachodnia Nigeria;Nigeria Noroeste;Nigeria Nordoccidentale;Nordvästra Nigeria;Severozápadní Nigérie;Északnyugati Nigéria;Noordwest-Nigeria;Nigéria Noroeste;Северо-Западная Нигерия;Luoteis-Nigeria;尼日利亚西北部
Nigeria_Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Кадуна;Kaduna;卡杜纳州
Nigeria_Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Kwara;Квара;Kwara;夸拉州
Nigeria_Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Benue-Plateau;Бенуэ-Плато;Benue-Plateau;贝努埃-高原州
Nigeria_East_Central_Nigeria;East Central Nigeria;Nigéria centre-est;Ostzentral-Nigeria;Wschodnio-Środkowa Nigeria;Nigeria Centroeste;Nigeria Centro-Orientale;Östcentrala Nigeria;Východně střední Nigérie;Kelet-középső Nigéria;Oost-centraal Nigeria;Nigéria Centro-Leste;Восточно-Центральная Нигерия;Itä-Keski-Nigeria;尼日利亚中东部
Nigeria_Cross_River;Cross River;Cross River;Cross River;Cross River;Cross River;Cross River;Cross River;Cross River;Cross River;Cross River;Cross River;Кросс-Ривер;Cross River;克罗斯河州
Nigeria_Western_Nigeria;Western Nigeria;Nigéria occidental;West-Nigeria;Zachodnia Nigeria;Nigeria Occidental;Nigeria Occidentale;Västra Nigeria;Západní Nigérie;Nyugati Nigéria;West-Nigeria;Nigéria Ocidental;Западная Нигерия;Länsi-Nigeria;尼日利亚西部
Nigeria_Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Bendel;Бендел;Bendel;本德尔州
Nigeria_Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Rivers;Риверс;Rivers;河流州
Nigeria_Borno;Borno;Borno;Borno;Borno;Borno;Borno;Borno;Borno;Borno;Borno;Borno;Борно;Borno;博尔诺州
Nigeria_Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Taraba;Тараба;Taraba;塔拉巴州
Nigeria_British_Northern_Cameroons;British Northern Cameroons;Cameroun septentrional britannique;Britisch-Nordkamerun;Brytyjskie Północne Kameruny;Camerún Septentrional Británico;Camerun Settentrionale Britannico;Brittiska norra Kamerun;Britské severní Kameruny;Brit Észak-Kamerun;Brits Noord-Kameroen;Camarões do Norte Britânicos;Британские Северные Камеруны;Brittiläinen Pohjois-Kamerun;英属北喀麦隆
France_Mayotte;Mayotte;Mayotte;Mayotte;Majotta;Mayotte;Mayotte;Mayotte;Mayotte;Majotta;Mayotte;Mayotte;Майотта;Mayotte;马约特
Comoros_Comoros;Comoros;Comores;Komoren;Komory;Comoras;Comore;Komorerna;Komory;Comore-szigetek;Comoren;Comores;Коморы;Komorit;科摩罗
Mauritius_Mauritius;Mauritius;Maurice;Mauritius;Mauritius;Mauricio;Mauritius;Mauritius;Mauricius;Mauritius;Mauritius;Maurício;Маврикий;Mauritius;毛里求斯
France_Reunion;Réunion;La Réunion;Réunion;Reunion;Reunión;Réunion;Réunion;Réunion;Réunion;Réunion;Reunião;Реюньон;Réunion;留尼汪
Senegal_North_Senegal;North Senegal;Sénégal septentrional;Nord-Senegal;Północny Senegal;Senegal Septentrional;Senegal Settentrionale;Norra Senegal;Severní Senegal;Északi Szenegál;Noord-Senegal;Senegal do Norte;Северный Сенегал;Pohjois-Senegal;塞内加尔北部
Senegal_South_Senegal;South Senegal;Sénégal méridional;Süd-Senegal;Południowy Senegal;Senegal Meridional;Senegal Meridionale;Södra Senegal;Jižní Senegal;Déli Szenegál;Zuid-Senegal;Senegal do Sul;Южный Сенегал;Etelä-Senegal;塞内加尔南部
Portugal_Sao_Tome_and_Principe;Sao Tome and Principe;Sao Tomé-et-Principe;São Tomé und Príncipe;Wyspy Świętego Tomasza i Książęca;Santo Tomé y Príncipe;São Tomé e Príncipe;São Tomé och Príncipe;Svatý Tomáš a Princův ostrov;São Tomé és Príncipe;São Tomé en Principe;São Tomé e Príncipe;Сан-Томе и Принсипи;São Tomé ja Príncipe;圣多美和普林西比
UK_Seychelles;Seychelles;Seychelles;Seychellen;Seszele;Seychelles;Seychelles;Seychellerna;Seychely;Seychelle-szigetek;Seychellen;Seicheles;Сейшельские острова;Seychellit;塞舌尔
UK_St_Helena;St. Helena;Sainte-Hélène;St. Helena;Wyspa Świętej Heleny;Santa Elena;Sant'Elena;Sankta Helena;Svatá Helena;Szent Ilona;Sint-Helena;Santa Helena;Остров Святой Елены;Pyhä Helena;圣赫勒拿
Turkey_Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Bursa;Бурса;Bursa;布尔萨
Turkey_Istanbul;Istanbul;Istanbul;Istanbul;Stambuł;Estambul;Istanbul;Istanbul;Istanbul;Isztambul;Istanboel;Istambul;Стамбул;Istanbul;伊斯坦布尔
